mp_id,date,source,title,link
254,2026-06-22,جريدة القدس,سقوط مسيرة قرب مضيف هيبت الحلبوسي في الأنبار وتفاعلات سياسية - جريدة القدس,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1wZnBLVk1QMXZGSHdDeEx5aUpSaWdrZUdrS1RubkZ1Q21kRWhBMF9zSlR0WU5TUzRjWE1EdHBweWVDd0ZDbjlTbWt4azFEQWc?oc=5
254,2026-06-22,المعلومة,النزاهة تستدعي مسؤولا برئاسة الجمهورية وقيادي في حزب الحلبوسي بشأن سرقة 7 مليار دينار - المعلومة,https://news.google.com/rss/articles/CBMi_ANBVV95cUxQOTdVR0pJWmJWRlZoRnFIQ0dMTlI5enNrRWJPY2ZmLUlia2NQdnRGUVdqWTNjNVNpQWUtMUFURGxoTE9uenNMd2k1ZHd1YnpSczBGbXdjQnN0TlpmYTBMMDhjMTFtaVR1NWpLdmhLV3FiY3JTaWZMYjZ6bWlfVEZmVDE4eGFiU3p0elBjUDdTNk1oUGxiNFdtRm1jdDZMcm9maE9LY19BNmhWZ2VvQWctdmx2RFpuZGNkTktvM2cxNEpUbTZ2LXo4WFMtOEFUQW9SMmpwZ3BRWDRoMUFYZTA5azhXS3R0dlZROUw0RWNYb25adjhSUzlXMWRBeFktUVV1enJnUGZzM09MbVBLakNsU0kwcWttV2RiZkQ1d3NVTWZOMjA1eG5lTE85dm5SM01SR1VSWFBZd01FOTVGeFNMSVByQUk0dElyQ29UdWZSM01GZUhWR2xfYkNlMHUzREM5WTRLZjQ0YTNjRHk0bGFiTTVtQjQ5VUpSQnUtUWprTWdaNHF3WXJPbk8yMzd1M2p6TDVYQUh5MFNEWVlxSWZaNFBpTmlJd2E1RDA3d3h6N3NhZDRGc3V0eFNzYnNlRS1Ha2piSl9CTkVTcWxjRElpSFJYWGFLV2pHTDJXc0ZJWGlta1ZjVDd3Tk4tM1FEMUZ3NXI2cGFrZURpeUp1?oc=5
254,2026-05-24,Republic of Türkiye Ministry of Foreign Affairs,استقبال وزير الخارجية السيد هاكان فيدان، زعيم حزب تقدم العراقي السيد محمد الحلبوسي، 24 مايو/أيار 2026، أنقرة - Republic of Türkiye Ministry of Foreign Affairs,https://news.google.com/rss/articles/CBMixAFBVV95cUxQanQ3Q3pmTTU4ZlBxT1lVY2hYMGhTcWx6NlVIMU8zRElfdnNVVjRtTU0yZXFJZlNaRDRfZG9SYkNpaTdzTDJEQ0x6akFvUDlVVG9YQUlYV1ZmV0xtY3drenpKRTQzM1dWZkw1N25LcGNiNGo3QkNBUjJnd3JVUXZjNF9GcTNhZlVsZVBVQXV2RmU2RlJLWm5TR3JRS3BTc2s1OU1ya2VkbGFKNlA5TGdwMDRFZy0xSVBuZmdFNTBGSC1LOGZz?oc=5
254,2026-06-21,القدس العربي,العراق: سقوط مسيّرة قرب مضيف الحلبوسي يثير عاصفة غضب - القدس العربي,https://news.google.com/rss/articles/CBMixwJBVV95cUxPUC1TOHJsSE1kQXJGSThYTzJqNGRMSVIxV1JJekxjcVFrdHBZS1ZGak15U3NkZ0VVUzJEdjNwbUotWmxEd2FOd0NDRDVyN3JfQmRZa2Q0SkszZ1RYYXNEc0JTNTdXZHh0R1JxTDBycC0taE5IenI1YmpLMjRfZlVBTXY3NGFsbHNkUnMxN0FaUXlsR0JTZ2pITWhyRkZoYkxhQzFPMUFFOG5ZS1R3RXViVS01NjFnSmJSTE0ySlZtUU43VUlKVWFfbEVkaV94SG13b2JiZkpKVmFaaFlTajRQaUNWeFJSQlNKSjNXQ0ZRaURScDNNRlRBTHVRZnVuV01xa29qUGp6a0dib3BiNjh0UUR2ZXJ6c0xVektURDRSS3dlUkhFTDUySmlmcjg0RjQyelJRN1hlSExKajhlXzFiX3ljc2g3VmM?oc=5
171,2008-06-19,annaharkw.com,6430 طالباً وطالبة استوفوا شروط التخرج في «المقررات» - annaharkw.com,https://news.google.com/rss/articles/CBMieEFVX3lxTE9CVE04NXNVNDcwYzdRV2Qza0VkVFc5TU1KR1JPOUpZR29ZVHBaSXFZWkl4WjhiME9QYzl0Q3JrYV9BSEJsZkNXSlk5SEs3WldTODB2N2taZ2ZTRkx4SmxGUVRPZktHaU85WFB6Tk54X3FCOTJSVXJfTw?oc=5
171,2009-03-21,البيان,«زايد للإسكان» يعتمد 665 مستفيداً من القروض و191 من المنح - البيان,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9iOHR3QnUyYmJfYzFxcTVQZW55eUN1RlNGOXFPaFl3T2tOczdUZkhlYkNnQ1JyTGlSQVhyV3p5NmZsQkJBdmJJTFhrdFlSUWh6bGllU1VzMlFzSlFEcG9DNERUU1B1aWNB?oc=5
171,2013-09-27,جريدة الأنباء الكويتية,أسماء 4300 مواطن ومواطنة مرشحين للعمل لدى الجهات الحكومية - جريدة الأنباء الكويتية,https://news.google.com/rss/articles/CBMi3gNBVV95cUxPaUdBeFBYVUwtTjM0dWI5aTBlVEE0VkVmamZvRldnMkNpaXRNM3BkRERuZlIzVkRTam1NTHFlV2QzcVRWcGhERm9DX000MjNRY2IwVElSMy05WmhYS0NVTTJjalFXMEhFV0VoRnc0eXB0TmlaMWRtdWVZcWFHaVJLLVNKRVlLMm8wM2s5Y0dqbEk2cTZrVE0ta01UNXA1eUJXcVY3Tnc1ai1mY2loci0tSVJ1MHlXMDluVnY3SnZBZ2ZOZUg3S0g3eTNyZmdXZEdlVXk1dGNxYThfRFZWSnZfcWdWOFRiVU9Cem5YOWFIVVl1cFBhMFVjaG1WcUQtVHpwOVVXR0F1TDNsUzl0TjFVWjNqYVFCcFBIdWt4OWVFMDVCbHBzUmRGWXNvaHlQUWQzdG5pMW0yYl9YbUE2SmVZaWh0bUdDcWVvY2R5UE0tdmx3NVNHNS1iR01JQ3h0SmJrMUxxcmFoLWM0enkwM0NRbDY1M1RqWUpTb2tGRUlmXzEtODFFNmZwVnQ1dFNZNl81ekJlbmY2bDRORGROZ3ctTFJJNnU5UWl4OExMMlI2UVFmMkpJeHUtUTViekRJWHJWalF5RVhDVTY2RHo4RmtYaWpKWWp6aDlfSThzSGJ3?oc=5
171,2013-09-26,alwatan.kuwait.tt,الوطـــن الإلكترونية - alwatan.kuwait.tt,https://news.google.com/rss/articles/CBMilgFBVV95cUxNdW8yMDVhOGFWNkxwcW1ZbDg0RUFBYU9mOU84N1g4d0NVbHNWcGxiNmc4VVpJcldUcEIzd1c5c3psOXc4U004bElkcW9USVpiRnV3U2w1WmJYemJTV0t5eDk2elMtRU5rYWFCNXlCeE81RnpJSS03STdibG9majI0MWtKeHdCa1RYeFNSajFHV0FXbVd6WGc?oc=5
171,2023-01-07,annaharkw.com,التطبيقي تعلن أسماء 4140 طالباً وطالبة مقبولين في الفصل الثاني - annaharkw.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE9TbVp4Wjk0NVVZNnRSRG5KSkFacHlJQjdsdm9UWnBuZkotMEdFLVg5eTZ3RjF5a2VUcVd3UXA3cUw0LV9QdTVrZjhlazlZdzRfY3o2QS1mcWtWa2pWUnNIUWlSdUFxN080bkNlc0hQMnFVSmFCZDBGUlJn?oc=5
171,2026-06-20,بالجول,مباراة المغرب ضد هايتي في كأس العالم 2026: الموعد والقنوات الناقلة - بالجول,https://news.google.com/rss/articles/CBMixgJBVV95cUxQYU42dTRQWlUzd1hwaGxGOHQ1eDAxWDVaaHlaUGgta01qQ0FQbmQ5NDNUdjhNcEpWUW44TGVabGRqNUxjMVBUMDlzS0JGMjJGcEJRZFQ1NUI1UlJ3ZS16eTk3eUpLTzF5TFdnLVp1MjNkNGw3WUVMV1oyTjZOV0lFeVRxS1pWYU9JbU5paUNhVXBkdmtmRjlUMG9jWWZBYXBqYU5VYWYtdzhuTFNqcEtlUXJLa0cwR0txb1VPXzlVcWF0MXNQcnFPSU5kdkY5cGlpTmxfdFJ3Rlh0bWh5QkllZzBESFliT2FIOUs0aWlhaWNHV2RJV2dRdXJWVWY5cGtDTlBwQjFhMktXZDlPWWNTYkZUQTRiSTVNS09XN3Z4QUZYdkgwQTY1TE1POU9ZT1BibF9JMXdSVElVMU5VMmtZVlF4elR6QQ?oc=5
49,2026-03-05,Kurdistan24,ميسان.. شقيق نائب في البرلمان العراقي يفتح النار على مواطن أعزل وسط السوق - Kurdistan24,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5kdkZkNEh5RnU0SkdEdmlxcVhWLVI2dFBfNW12X0VKQTRrQThwV0J4bzV6bVNCdUkxRzNscktsaWVMMmVILUx5TTdJUWJtX3BtSExKcTZR?oc=5
49,2026-03-05,باسنیوز,(بالفيديو) شقيق نائب في البرلمان العراقي يطلق النار على مواطن أعزل - باسنیوز,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5oSjJtWmktMGVFdXIwcU9UYUxBQW9STHZQUXNmd3FyNnp5ZDdBTlFVcVVWMzQ0c05iRmI1MFhLc2Z2SEphMU5fWWRpejNCMWc3?oc=5
49,2026-03-05,وكالة الصحافة المستقلة,إصابة مواطن بإطلاق نار خلال مشاجرة مع النائب بسام الزهيري في ميسان - وكالة الصحافة المستقلة,https://news.google.com/rss/articles/CBMixAJBVV95cUxNeVpoYk1JR3owODFJUFVqUE5sOXNEUF9OeDlzZmo0ekl4TlBLOF9FTTFZaFR2YkhBRnY1YUgzYnVxRlhlTXNfNFh2OTc5QmVSeDA2clAxUm04cW5obER0UW1GREJva3ZtSEw0djFJeGo2TG1FeXpRV2Zma2k3RzQwN1FCTXdoNWhldDI0ZjR3U2Q0RXlLZlB0dTlXMDlVNVl3cGxJUXJieVYzNUg5UDhDVk1HUjZNcEJacUF0c29WOVFWMXlVYy1ySEE5ZGhFUjNDZVF0WTYtZFRQRmVBRkNQTEtmREpiMXpENmhqeGpsMUhsQ2VHZ19FWDZmTlVsV0NBMEJ5RVhDeHdHd3ltbjNBWFdzZFFTblJyejZVRzZMc2dLYmpORFZRQ2dvbzRiSFdsU2R3WXZYeUMxU3JxaGxxaEVGNEM?oc=5
49,2026-03-05,شفق نيوز,مشاجرة مع برلماني تنتهي بإطلاق نار وإصابة مواطن في ميسان (فيديو) - شفق نيوز,https://news.google.com/rss/articles/CBMi-wNBVV95cUxPRXBIalVhSnJiai1BM3pZd1JCYUVSa3JZWm1TWS1vVmVfdG1uN05vVkZPUnlrNmdjTU41RzN1UGtmN3UzS2NFc2RLY3g1eW5aa3ptcDVHa3JtbS1TNDFIbmFubEYyQnpmVndYUXd2UjZRNmEyaFZFS0luRnRzRGVwNkZjbnV4cTlEX09JWGJ0c1ZDUE1iRVI0WjJxZ2JtWmt6OXVzWGFNNFhvZzEtOVQ0NlE1UU1KTzhsakNTdGM5Y1NleFNiaXlfWVNtSF9JZGZLN1ZMQmk0UER4TnY5TjcxTGtRZjF2MUdrbGVsZ25qVWE5RUYyVkZBeFJtUU9DMzBiZ3JudTRUcmswd3FRZmVNekQ2M2lXUE1VcEFjVFhueGpIV3dvV1l4Vk9JUHFIY3V1dFBlTzdmWG04N0c5ZzB1dG03SUVTM2x1VW9IdE5ieUxpU3RDOGpVNC1fU3RVLTY4RDRlaUpjRjVnUU1LbkZlMmxKNlpSbVhkQkxCVUdkWjAwcV90UmVjMl9kVmc1TXFScjJLcV9IY1lsYmx5N1hSa1Btem10RlBWRC1oVGY4Tk1PQXQ3Smt4QkdnZlJjOHpXZTdndUUtOEFZMlp5QmlDV2xLY2FfdTRvNk9STWtOMElQbWhseFFuWVZ2Y2taQmFZYU5SNmtlLWNxckk?oc=5
49,2025-03-19,جريدة باور نيوز الاخبارية,بمشاركة القيادات الأمنية والتنفيذية والتشريعية ..الإسكندرية لتوزيع الكهرباء تنظم أكبر حفل افطار سنوي للعاملين - جريدة باور نيوز الاخبارية,https://news.google.com/rss/articles/CBMiREFVX3lxTE9QQVpRdFdVY0NoU1ZHb2Z2cGFwWnFDVmc0MG1LMjhqQ3RKNUtkSHB5YVBpWW5zMzlTSjREUXcyc0d1eENl?oc=5
49,2026-05-17,الموقع بوست,استبعاد 19 لاعبا من معسكر منتخب الشباب - الموقع بوست,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBfY3cxcVVLdk1kSXlnUFBRSGlidUltc0REZzF5MXllX3FjaHNEUUwxczk1anRkb3o2TFlURlNCMU1BZi1pZldDemdLTC0yVE1i?oc=5
